facts,longitude,latitude
Aggressive Driving/Road Rage,-74.0260387,40.6357409
Prescription Medication,-73.9943762,40.7583771
Prescription Medication,-73.7903765,40.720103
Prescription Medication,-73.90319,40.6665929
Prescription Medication,-74.1627224,40.5607752
Prescription Medication,-73.9288196,40.6188304
Prescription Medication,-73.7402561,40.6360461
Fell Asleep,-73.7875161,40.7425993
Animals Action,-74.126811,40.5734109
Prescription Medication,-73.9708047,40.7517478
Prescription Medication,-73.871598,40.8786453
Prescription Medication,-73.9192258,40.8075593
Prescription Medication,-73.9956999,40.7187759
Prescription Medication,-73.884523,40.7323925
Prescription Medication,-73.9335375,40.6195715
Fell Asleep,-73.7713286,40.7642656
Prescription Medication,-73.9949534,40.7158555
Alcohol Involvement,-74.0650758,40.6012042
Prescription Medication,-73.9597766,40.766868
Prescription Medication,-73.7920447,40.7265507
Prescription Medication,-73.9813415,40.7470784
Prescription Medication,-73.9371959,40.6937513
Fell Asleep,-74.0217283,40.6206784
Prescription Medication,-73.9969184,40.6579903
Prescription Medication,-73.9901323,40.7516577
Prescription Medication,-73.9786336,40.6379102
Fell Asleep,-74.0112068,40.6235647
Fell Asleep,-74.0229594,40.6287012
Alcohol Involvement,-73.946221,40.8246527
Prescription Medication,-73.8112535,40.5875659
Fell Asleep,-74.0056375,40.6220225
Alcohol Involvement,-74.0117129,40.6127337
Alcohol Involvement,-73.9010217,40.8476674
Prescription Medication,-73.9083783,40.8756831
Aggressive Driving/Road Rage,-73.9170643,40.8636899
Prescription Medication,-73.9020739,40.8669992
Prescription Medication,-73.8620784,40.712202
Prescription Medication,-73.9988854,40.7125975
Alcohol Involvement,-73.9337142,40.8442462
Prescription Medication,-73.9532706,40.6700084
Prescription Medication,-73.9973989,40.7214494
Prescription Medication,-73.9975518,40.6836292
Prescription Medication,-73.9883345,40.7541306
Prescription Medication,-73.8439779,40.7214535
Prescription Medication,-74.0825124,40.6157706
Aggressive Driving/Road Rage,-73.9603884,40.5758373
Prescription Medication,-73.9930539,40.7011352
Fell Asleep,-74.0247518,40.6243201
Prescription Medication,-74.1100138,40.6206882
Prescription Medication,-73.8700056,40.8182407
Prescription Medication,-73.9949534,40.7158555
Prescription Medication,-73.8720302,40.8269163
Prescription Medication,-73.9846394,40.5935526
Prescription Medication,-73.9449951,40.8084473
Alcohol Involvement,-73.8313156,40.6655878
Alcohol Involvement,-73.9618989,40.6981895
Drugs (Illegal),-73.8860957,40.8276556
Alcohol Involvement,-73.9967485,40.5956424
Alcohol Involvement,-73.9967485,40.5956424
Prescription Medication,-73.9820935,40.768891
Prescription Medication,-73.7614349,40.7518448
Drugs (Illegal),-74.1923231,40.5949692
Prescription Medication,-73.7354925,40.7706748
Prescription Medication,-73.9726364,40.6508616
Prescription Medication,-74.0129455,40.6356855
Prescription Medication,-73.9248479,40.8414961
Alcohol Involvement,-73.9510061,40.5972624
Prescription Medication,-73.7773986,40.7582074
Aggressive Driving/Road Rage,-73.9059696,40.6509444
Prescription Medication,-73.8330144,40.7675006
Prescription Medication,-73.9927692,40.665508
Fell Asleep,-73.7844304,40.7660969
Alcohol Involvement,-73.8666198,40.7104013
Prescription Medication,-74.0161184,40.6153846
Prescription Medication,-73.9067067,40.6341058
Fell Asleep,-73.9683898,40.7068292
Prescription Medication,-73.7581495,40.6656356
Aggressive Driving/Road Rage,-73.9541135,40.7703901
Prescription Medication,-73.9525532,40.7865477
Prescription Medication,-73.9862873,40.7222418
Prescription Medication,-73.9336258,40.7662932
Prescription Medication,-73.9663884,40.7704767
Prescription Medication,-73.9944266,40.7169671
Prescription Medication,-73.9011907,40.7589074
Prescription Medication,-73.9759878,40.7914379
Alcohol Involvement,-73.9771875,40.747009
Prescription Medication,-73.9980197,40.7137146
Prescription Medication,-73.9366363,40.6224004
Alcohol Involvement,-73.8127193,40.6914065
Prescription Medication,-73.7726996,40.593123
Alcohol Involvement,-73.9482713,40.8039585
Prescription Medication,-73.9050515,40.8327066
Prescription Medication,-73.9846784,40.7217311
Alcohol Involvement,-73.87537,40.7086929
Aggressive Driving/Road Rage,-73.8026911,40.6730931
Prescription Medication,-73.7799356,40.6667525
Aggressive Driving/Road Rage,-73.8527008,40.695461
Alcohol Involvement,-73.7512138,40.7073058
Aggressive Driving/Road Rage,-73.9924034,40.7124628
Prescription Medication,-74.0014293,40.7514468
Prescription Medication,-73.9862373,40.7723005
Prescription Medication,-73.999242,40.7595273
Prescription Medication,-73.9158088,40.8873565
Prescription Medication,-73.9373965,40.7489156
Prescription Medication,-73.774497,40.6718281
Alcohol Involvement,-73.9530344,40.7801253
Prescription Medication,-73.9596347,40.5779945
Aggressive Driving/Road Rage,-73.8703694,40.7334973
Alcohol Involvement,-73.7629282,40.7612459
Alcohol Involvement,-73.9394113,40.6368038
Fell Asleep,-73.9745025,40.6807335
Alcohol Involvement,-74.0166846,40.7047985
Aggressive Driving/Road Rage,-73.9726825,40.6526402
Alcohol Involvement,-73.8184852,40.7161366
Fell Asleep,-74.0354377,40.6199558
Alcohol Involvement,-73.9787843,40.7534814
Alcohol Involvement,-73.9760491,40.7514416
Alcohol Involvement,-74.144024,40.6249901
Alcohol Involvement,-73.9769721,40.7543484
Drugs (Illegal),-73.9251435,40.8100528
Prescription Medication,-73.9489603,40.781688
Prescription Medication,-73.9693376,40.763547
Prescription Medication,-73.9514819,40.7304639
Prescription Medication,-73.9293532,40.642134
Fell Asleep,-73.7946267,40.752702
Prescription Medication,-73.9006685,40.6436608
Prescription Medication,-73.9625151,40.7631141
Prescription Medication,-73.9928968,40.7199725
Alcohol Involvement,-73.9006117,40.8221083
Drugs (Illegal),-73.9517434,40.777874
Aggressive Driving/Road Rage,-73.8773524,40.7114068
Alcohol Involvement,-73.7735714,40.7151196
Alcohol Involvement,-73.9282265,40.7382057
Drugs (Illegal),-73.8566659,40.8824483
Prescription Medication,-73.9596347,40.5779945
Prescription Medication,-73.9659365,40.7081954
Prescription Medication,-73.8485411,40.6835433
Prescription Medication,-73.9957485,40.7490533
Aggressive Driving/Road Rage,-74.0060394,40.7244026
Prescription Medication,-73.7517593,40.666396
Prescription Medication,-73.9874743,40.760405
Prescription Medication,-73.9774579,40.6840525
Prescription Medication,-73.8317333,40.8687708
Alcohol Involvement,-73.8238709,40.6797808
Prescription Medication,-73.9598555,40.773642
Prescription Medication,-73.9592525,40.7089041
Alcohol Involvement,-74.0106725,40.7291123
Alcohol Involvement,-73.9443222,40.7880564
Prescription Medication,-73.9610774,40.8018007
Prescription Medication,-73.9843039,40.6420832
Prescription Medication,-73.9935606,40.7571447
Prescription Medication,-73.8330144,40.7675006
Aggressive Driving/Road Rage,-73.9825546,40.7313511
Fell Asleep,-73.8717924,40.8303057
Prescription Medication,-73.9184943,40.7677355
Aggressive Driving/Road Rage,-73.9048767,40.6819458
Prescription Medication,-73.769906,40.6609112
Prescription Medication,-73.9517592,40.6913292
Aggressive Driving/Road Rage,-74.0021718,40.7229288
Prescription Medication,-73.9543397,40.5879671
Aggressive Driving/Road Rage,-73.9366363,40.6224004
Alcohol Involvement,-73.9607887,40.5930144
Prescription Medication,-73.9234585,40.7643491
Prescription Medication,-73.7395512,40.6652573
Alcohol Involvement,-74.0126478,40.6428659
Prescription Medication,-73.9795915,40.6870035
Prescription Medication,-73.9399099,40.8154026
Fell Asleep,-73.9796099,40.5794435
Prescription Medication,-73.9941734,40.7665043
Alcohol Involvement,-73.9092872,40.82699
Prescription Medication,-73.8785792,40.8260286
Prescription Medication,-73.9887629,40.696197
Drugs (Illegal),-73.9371593,40.6637537
Prescription Medication,-73.737441,40.6867003
Alcohol Involvement,-73.9419319,40.7007255
Prescription Medication,-73.7738282,40.6596509
Prescription Medication,-73.9684896,40.6864027
Prescription Medication,-73.9287138,40.8561799
Prescription Medication,-73.9656282,40.7954563
Prescription Medication,-73.9270473,40.7441309
Prescription Medication,-73.9240639,40.7399789
Prescription Medication,-73.9638721,40.7570075
Prescription Medication,-73.9266283,40.6166112
Aggressive Driving/Road Rage,-73.8600427,40.6698587
Fell Asleep,-74.0217355,40.6316877
Prescription Medication,-73.9458242,40.8327659
Alcohol Involvement,-73.8864996,40.8746866
Fell Asleep,-74.0034365,40.6206941
Aggressive Driving/Road Rage,-74.1682524,40.6358897
Prescription Medication,-74.0292743,40.6278324
Fell Asleep,-73.9419913,40.7277505
Alcohol Involvement,-73.8274658,40.6517812
Prescription Medication,-73.9922364,40.7212488
Prescription Medication,-73.9546542,40.718693
Fell Asleep,-74.0106999,40.6296472
Alcohol Involvement,-73.967859,40.7483506
Alcohol Involvement,-73.8390591,40.6862395
Alcohol Involvement,-73.9846394,40.5935526
Prescription Medication,-73.8974019,40.8674755
Alcohol Involvement,-73.8784859,40.8810763
Prescription Medication,-73.9429439,40.7276604
Prescription Medication,-73.7276565,40.7463517
Prescription Medication,-74.0060425,40.6388782
Aggressive Driving/Road Rage,-73.9542141,40.5873824
Fell Asleep,-74.0301488,40.6256912
Fell Asleep,-74.0128576,40.6282059
Alcohol Involvement,-73.9903644,40.7192038
Alcohol Involvement,-73.9628143,40.6605095
Aggressive Driving/Road Rage,-73.8626548,40.8631274
Alcohol Involvement,-73.876684,40.8737927
Alcohol Involvement,-73.9771034,40.6767074
Prescription Medication,-74.0005303,40.7184302
Prescription Medication,-73.7963937,40.7095327
Prescription Medication,-73.9781227,40.7457274
Fell Asleep,-73.7592112,40.76599
Prescription Medication,-73.961243,40.7717376
Prescription Medication,-73.8475439,40.8169067
Prescription Medication,-73.7763624,40.6799371
Aggressive Driving/Road Rage,-73.7753758,40.7116785
Prescription Medication,-73.9572076,40.6635186
Drugs (Illegal),-73.8276769,40.832359
Prescription Medication,-73.884427,40.8668017
Prescription Medication,-73.8993537,40.7126469
Prescription Medication,-73.8897401,40.739114
Animals Action,-73.9643142,40.7606005
Alcohol Involvement,-73.7930302,40.7577549
Prescription Medication,-74.0118335,40.6229635
Prescription Medication,-73.9973989,40.7214494
Prescription Medication,-73.7502196,40.7011663
Alcohol Involvement,-73.8441897,40.6894744
Prescription Medication,-73.9665842,40.7615508
Prescription Medication,-73.9474574,40.6865789
Prescription Medication,-73.8820016,40.8521892
Alcohol Involvement,-73.7291011,40.6910809
Prescription Medication,-73.8499464,40.733607
Aggressive Driving/Road Rage,-73.992929,40.6885202
Prescription Medication,-73.7521216,40.6038099
Prescription Medication,-73.9637277,40.7770056
Prescription Medication,-73.9721247,40.7456822
Alcohol Involvement,-73.9346697,40.8429567
Alcohol Involvement,-73.9480158,40.6362673
Alcohol Involvement,-73.9340839,40.6498688
Prescription Medication,-73.8555803,40.7379289
Aggressive Driving/Road Rage,-73.7625573,40.7235211
Prescription Medication,-73.8940437,40.8602786
Alcohol Involvement,-74.0114127,40.6475898
Prescription Medication,-73.9953547,40.7546882
Prescription Medication,-73.9253817,40.7619707
Prescription Medication,-74.1554375,40.6084351
Aggressive Driving/Road Rage,-73.9477959,40.8344521
Prescription Medication,-73.9949534,40.7158555
Alcohol Involvement,-73.9083816,40.6738269
Alcohol Involvement,-74.0084977,40.6503924
Alcohol Involvement,-73.8417489,40.7121127
Aggressive Driving/Road Rage,-74.0163384,40.6459972
Prescription Medication,-74.0087575,40.6532827
Alcohol Involvement,-73.8509146,40.7104699
Alcohol Involvement,-73.7477788,40.7114374
Aggressive Driving/Road Rage,-73.8719168,40.8802375
Aggressive Driving/Road Rage,-73.7668041,40.7006878
Prescription Medication,-73.9464607,40.800664
Prescription Medication,-73.936309,40.8030248
Prescription Medication,-73.9870693,40.6153603
Prescription Medication,-73.9553688,40.8044198
Prescription Medication,-73.9533713,40.6806417
Prescription Medication,-73.9386923,40.827251
Prescription Medication,-73.852869,40.8398512
Prescription Medication,-73.9916737,40.6630294
Prescription Medication,-73.9507996,40.7749285
Prescription Medication,-73.9707499,40.7616096
Prescription Medication,-73.9961739,40.6945561
Prescription Medication,-73.9372265,40.6229579
Prescription Medication,-73.7579568,40.7534898
Alcohol Involvement,-73.9418016,40.8128153
Prescription Medication,-73.9685308,40.5763037
Prescription Medication,-73.8605217,40.7614246
Prescription Medication,-74.0026064,40.6731826
Aggressive Driving/Road Rage,-73.996771,40.725432
Fell Asleep,-74.0235199,40.6346161
Prescription Medication,-73.9358171,40.8036997
Prescription Medication,-73.9507928,40.7791801
Alcohol Involvement,-74.0082406,40.6402038
Alcohol Involvement,-73.904896,40.6380842
Prescription Medication,-74.0059583,40.7452298
Alcohol Involvement,-73.9889359,40.6101152
Prescription Medication,-73.8004431,40.7183642
Prescription Medication,-74.0071393,40.7538318
Prescription Medication,-73.9541414,40.583106
Aggressive Driving/Road Rage,-73.9315393,40.6643433
Aggressive Driving/Road Rage,-73.8968698,40.7489935
Prescription Medication,-73.991232,40.7603532
Prescription Medication,-73.9922143,40.7252314
Prescription Medication,-73.948827,40.7858819
Prescription Medication,-73.7770161,40.7583179
Prescription Medication,-73.9527865,40.7681691
Prescription Medication,-73.9516237,40.7140668
Prescription Medication,-73.9618859,40.6073372
Prescription Medication,-74.0262626,40.6279209
Prescription Medication,-74.0040581,40.7131354
Prescription Medication,-73.9529755,40.6334286
Prescription Medication,-74.0920496,40.5865724
Fell Asleep,-73.7465392,40.7357781
Drugs (Illegal),-74.1501612,40.5507682
Prescription Medication,-73.9138578,40.8439778
Alcohol Involvement,-73.746549,40.6525646
Prescription Medication,-73.9665842,40.7615508
Prescription Medication,-73.9519029,40.6920621
Prescription Medication,-73.9959428,40.758981
Prescription Medication,-73.968525,40.7108201
Prescription Medication,-73.9151981,40.8103862
Prescription Medication,-74.0077387,40.6316291
Prescription Medication,-73.904099,40.906862
Prescription Medication,-73.9652232,40.609674
Prescription Medication,-73.8022618,40.7315697
Prescription Medication,-73.7738282,40.6596509
Prescription Medication,-73.9782501,40.6428453
Alcohol Involvement,-73.7729155,40.7593996
Prescription Medication,-74.1899579,40.6134694
Prescription Medication,-74.0073112,40.6100771
Prescription Medication,-73.9542878,40.810993
Fell Asleep,-74.0265614,40.627188
Prescription Medication,-73.957261,40.6083648
Fell Asleep,-74.0283499,40.6227987
Prescription Medication,-74.0013245,40.7464925
Prescription Medication,-73.9871799,40.7332923
Prescription Medication,-73.9909333,40.7007672
Prescription Medication,-73.8834624,40.8807823
Prescription Medication,-73.9880411,40.6389464
Prescription Medication,-73.9730457,40.7526925
Prescription Medication,-73.8996867,40.870041
Alcohol Involvement,-73.7681947,40.6670397
Prescription Medication,-73.927546,40.6903696
Fell Asleep,-74.017693,40.6173249
Aggressive Driving/Road Rage,-73.865159,40.7353248
Alcohol Involvement,-73.8791708,40.8285818
Prescription Medication,-73.9183565,40.6297943
Alcohol Involvement,-73.9749359,40.7460781
Prescription Medication,-73.9458242,40.8327659
Aggressive Driving/Road Rage,-73.8792541,40.8344254
Alcohol Involvement,-74.0086142,40.7432122
Prescription Medication,-73.8720247,40.7339657
Prescription Medication,-73.9569573,40.7664937
Prescription Medication,-73.9215812,40.7031151
Prescription Medication,-73.9848539,40.711699
Alcohol Involvement,-73.8643966,40.6862063
Fell Asleep,-74.0081276,40.629974
Prescription Medication,-73.9031775,40.6553118
Alcohol Involvement,-73.9306135,40.6741471
Prescription Medication,-74.0011515,40.762025
Prescription Medication,-73.842609,40.8901618
Prescription Medication,-73.9829645,40.7226723
Prescription Medication,-73.9167618,40.8165575
Prescription Medication,-73.991024,40.7236503
Prescription Medication,-73.9504508,40.8264277
